04/05/15 14:56,1
11/05/15 12:54,2
15/05/15 13:57,1
15/05/15 14:04,0
15/05/15 14:12,0
15/05/15 14:17,1
15/05/15 14:25,0
15/05/15 14:27,1
19/05/15 16:32,2
19/05/15 18:19,0
20/05/15 14:51,1
20/05/15 22:23,1
21/05/15 04:04,1
21/05/15 08:21,0
24/05/15 16:59,2
24/05/15 17:03,0
24/05/15 17:08,2
29/05/15 08:22,4
29/05/15 08:26,3
04/03/16 13:40,2
06/03/16 10:36,1
07/03/16 11:57,1
08/03/16 10:22,1
08/03/16 10:34,0
08/03/16 10:40,0
08/03/16 11:00,1
08/03/16 12:09,0
08/03/16 12:28,1
08/03/16 12:35,0
08/03/16 12:45,0
10/03/16 19:52,8
10/03/16 23:14,0
11/03/16 00:13,0
11/03/16 10:41,2
11/03/16 14:44,0
11/03/16 17:45,1
11/03/16 23:33,0
11/03/16 23:40,0
12/03/16 01:17,0
12/03/16 01:22,0
12/03/16 01:29,0
13/03/16 00:02,0
14/03/16 11:11,2
16/03/16 15:14,1
16/03/16 15:28,0
17/03/16 11:17,0
17/03/16 11:54,0
17/03/16 11:54,0
18/03/16 23:27,0
19/03/16 01:54,1
19/03/16 01:58,0
19/03/16 11:13,1
19/03/16 16:15,4
24/03/16 23:01,2
26/03/16 08:49,2
27/03/16 16:03,5
31/03/16 16:22,0
02/04/16 13:31,0
04/04/16 12:12,0
07/04/16 14:36,1
12/04/16 09:55,0
12/04/16 22:31,0
09/05/16 16:25,0
09/05/16 16:43,0
11/05/16 16:00,3
18/05/16 16:51,2
25/05/16 10:21,1
31/05/16 17:22,0
14/07/16 13:19,12
19/07/16 14:32,0
20/07/16 22:16,0
09/08/16 13:16,1
07/09/16 10:55,2
11/10/16 10:38,0
13/10/16 12:19,3
18/10/16 16:17,0
19/10/16 10:04,0
19/10/16 10:21,0
19/10/16 12:02,0
24/10/16 14:18,1
24/10/16 14:28,0
24/10/16 19:39,1
25/10/16 10:58,3
31/10/16 17:54,8
15/11/16 13:21,1
21/11/16 20:43,1
22/11/16 12:43,0
02/12/16 13:46,4
02/12/16 14:03,3
08/12/16 10:49,1
08/12/16 12:38,0
08/12/16 12:48,3
08/12/16 17:18,1
19/12/16 14:30,2
20/12/16 01:43,0
20/12/16 01:45,0
20/12/16 01:48,0
20/12/16 12:31,0
20/12/16 12:41,0
31/12/16 16:41,0
31/12/16 16:45,0
03/01/17 01:26,0
03/01/17 19:25,30
04/01/17 10:26,1
28/01/17 12:42,1
29/01/17 14:42,2
30/01/17 10:39,0
30/01/17 11:01,0
30/01/17 11:10,0
30/01/17 18:02,0
01/02/17 12:58,0
02/02/17 12:39,1
09/02/17 17:04,0
09/02/17 17:58,0
09/02/17 22:17,1
20/02/17 12:06,0
20/02/17 14:33,1
26/02/17 19:50,1
06/03/17 23:13,0
06/03/17 23:38,2
16/03/17 11:51,1
22/03/17 01:47,0
25/03/17 09:24,0
25/03/17 11:11,20
04/04/17 22:25,3
13/04/17 23:31,0
25/04/17 21:43,0
25/04/17 23:23,0
25/04/17 23:36,5
27/04/17 22:44,1
03/05/17 14:55,0
07/05/17 00:00,0
07/05/17 00:09,4
12/05/17 11:55,5
16/05/17 10:15,2
20/05/17 14:28,1
25/05/17 12:11,0
04/06/17 08:52,0
06/06/17 00:37,0
06/06/17 00:43,0
14/06/17 01:13,0
15/06/17 22:05,0
16/06/17 01:00,0
16/06/17 01:21,0
16/06/17 01:41,0
16/06/17 01:49,0
23/06/17 12:15,0
06/07/17 12:04,1
06/07/17 12:56,0
13/07/17 18:41,1
13/07/17 19:43,0
20/07/17 17:24,2
21/07/17 14:42,0
22/07/17 02:36,8
22/07/17 08:40,1
22/07/17 09:06,0
26/07/17 18:48,0
19/08/17 17:27,1
23/08/17 13:22,0
24/08/17 19:38,0
24/08/17 22:45,0
24/08/17 23:03,1
24/08/17 23:45,0
25/08/17 10:20,1
25/08/17 11:42,2
25/08/17 14:43,0
27/08/17 06:41,0
27/08/17 17:16,0
31/08/17 21:36,0
